CÛdigo;UbicaciÛn;Sector;Tipo;Tipo1;FECHA;DescripciÛn
65560017;La Paz;VehÌculos;MITSUBISHI;;2015-04-24;EN VENTA   o permuta Mitsubishi Endeavor aÒo 2010, 65560017, 2790594. 
73590302;La Paz;VehÌculos;MITSUBISHI;;2015-04-24;OCASION   Montero TiburÛn 2004, 17.900, 73590302 
2204064;La Paz;VehÌculos;SUBARU;;2015-04-24;SUBARU   Forester 2009 automatico 2500cc Indaburo 1350 2204064 
2204064;La Paz;VehÌculos;SUBARU;;2015-04-24;SUBARU   Imopreza 2009 automatico Indaburo 1350 2204064 
79123276;La Paz;VehÌculos;SUZUKI;;2015-04-24;EN VENTA   vagoneta Suzuki 2014 Ref. 79123276 
77271612;La Paz;VehÌculos;SUZUKI;;2015-04-24;VENTA   Vagoneta Suzuki Grand Vitara color Rojo 4x2 mod.2012 ref.77271612. 
2204064;La Paz;VehÌculos;SUZUKI;;2015-04-24;SUZUKI   Sx4 2014 mecanico Imp Imcruz Indaburo 1350 2204064 
71503486;La Paz;VehÌculos;SUZUKI;;2015-04-24;VAGONETA   Grand Vitara 2014 c/mecanica 4x4 $us.24500.- 71503486 
71503486;La Paz;VehÌculos;SUZUKI;;2015-04-24;VENDO   permuto vagoneta Tracker 2000, 70123333, 71503486 
71503486;La Paz;VehÌculos;SUZUKI;;2015-04-24;VENDO   permuto Jeep Jimny 2011 Imcruz 70123333, 71503486 
72074974;La Paz;VehÌculos;SUZUKI;;2015-04-24;COMPRO SUZUKI   Samurai s/p 72074974. 
74071702;La Paz;VehÌculos;SUZUKI;;2015-04-24;"SUZUKI   Carry ""91"" 4.200$. ofertable 74071702. "
60533313;La Paz;VehÌculos;SUZUKI;;2015-04-24;VENDO   Grand Vitara 2007, 60533313. 
67403847;La Paz;VehÌculos;SUZUKI;;2015-04-24;MOTIVO VIAJE   vendo Suzuki Mod.95, color rojo Ref. 67403847. 
2772626;La Paz;VehÌculos;HYUNDAI;;2015-04-24;HYUNDAI   Tucson 2012 mecanica 2000cc Montenegro 1012 2772626 
2204064;La Paz;VehÌculos;HYUNDAI;;2015-04-24;HYUNDAI   130 2013 automatico 1600cc Indaburo 1350 2204064 
70639331;La Paz;VehÌculos;HYUNDAI;;2015-04-24;SE VENDE   miibus Hyundai Mod.98 orig. mec. Ref. 70639331. 
71206809;La Paz;VehÌculos;HYUNDAI;;2015-04-24;VAGONETA   Hyundai Gallopher Mod. 1996 doble tracciÛn caja mec·nica Ref 71206809 
74026683;La Paz;VehÌculos;HYUNDAI;;2015-04-24;REMATO   i10, 2011 mecanico 74026683 
70136689;La Paz;VehÌculos;JEEP;;2015-04-24;CHEROKEE   modelo 1999, caja mec·nica buen estado, papeles al dÌa Cel. 70136689. 
2204064;La Paz;VehÌculos;JEEP;;2015-04-24;LIBERTY   2008 automatica 4x4 otra mecanica Indaburo 1350 2204064 
2204064;La Paz;VehÌculos;JEEP;;2015-04-24;PATRIOT   2010 automatica 2400cc Indaburo 1350 2204064 
2772626;La Paz;VehÌculos;JEEP;;2015-04-24;GRAND   Cherokee 2012, 2010, 2002 full automatica Montenegro 1012 2772626 
69827840;La Paz;VehÌculos;JEEP;;2015-04-24;JEEP   Patriot 2012, 4x4 bluetoth todo elÈctrico 11000 millas consultas 69827840 
75665527;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;VENDO CHATA TRAILER   Nueva 13.5 mts largo 3 ejes, 32 Ton de carga. Piso anti-deslizante, barandas de fierro. $us.25.000.- Ref:75665527 
77777769;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;COMPRO   77777769. 
71505817;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;MINIBUS BUFALO   Joylong 2014, 15/pasajeros 71505817. 
72000250;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;VENTA   o permuta $us. 34.000 ofertable Hummer H3 Mod. 2008 impecable, full accesorios, techo solar, sin intermediarios fono. 2148916, 72000250. 
2204064;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;RENAULT   Duster 2014 mecanico 2000cc Indaburo 1350 2204064 
2204064;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;FURGON   2013 1300cc Induburo 1350 2204064 
2772626;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;AUDI A4   1998 mecanico 1800cc Montenegro 1012, 2772626 
69848544;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;COMPRO   vehÌculos de toda marca y modelos en cualquier estado chocados volcados con todo tipo de deudas 69848544 
72592719;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;CAMION FOTON   2015 6ton/0kms furgÛn 72592719. 
65560017;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;EN VENTA   automÛvil Geely importado por Imcruz aÒo 2014 Ref. 65560017, 2790594. 
65560017;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;EN VENTA   o permuta Jaguar 2009, 65560017, 2790594. 
65560017;La Paz;VehÌculos;VEHICULOS VARIOS;;2015-04-24;EN VENTA   o permuta Mini Cooper aÒo 2007, 65560017, 2790594. 
77777769;La Paz;VehÌculos;MOTOCICLETAS, BICICLETAS;;2015-04-24;COMPRO   77777769. 
71503486;La Paz;VehÌculos;MOTOCICLETAS, BICICLETAS;;2015-04-24;MOTO   Suzuki 200DR 2003 Imcruz 71503486 
70563959;La Paz;VehÌculos;MOTOCICLETAS, BICICLETAS;;2015-04-24;PEGASUS   250, 70563959. 
79526595;La Paz;VehÌculos;MOTOCICLETAS, BICICLETAS;;2015-04-24;MOTOCAR   en venta de ocasion nueva 65624696- 79526595. 
72574618;La Paz;VehÌculos;MOTOCICLETAS, BICICLETAS;;2015-04-24;VENDO   Honda CRF-450R, perfecto estado llamar 72574618 
70172212;La Paz;VehÌculos;APARCAMIENTOS COMPRA-VENTA, ALQUILER;;2015-04-24;SE ALQUILA   parqueo cÈntrico Edif. Avenida Ref. 70172212, 2311594 
75830468;La Paz;VehÌculos;APARCAMIENTOS COMPRA-VENTA, ALQUILER;;2015-04-24;ANTICRETICO   parqueo en edificio $us/2.000 a 2 cuadras de la plaza EspaÒa 75830468. 
72598931;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;ESCANEAMOS   reparamos camiones vehiculos maquinaria pesada transmiciones automaticas sistemas electronicos, asistencia tecnica, talleres empresas importamos, repuestos (ref) motor Service Tokyo 72598931. 
2486945;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;"DEJE A LOS EXPERTOS   la busqueda de sus repuestos ""si no tenemos, lo traemos asi de facil"", escribanos o llamenos, contactoaereo@cotas.com.bo 248-2266, 248-6945. "
71876661;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;VENDO   caja mec·nica para motor 14B Toyota Dina Ref. 71294862, 71876661. 
78996290;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;DIAGNOSTICO   Computarizado escaneado 78996290. 
60122178;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;REPUESTOS   Brasilia medio uso 60122178. 
74028337;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;VENDO   motor Suzuki Samurai STD 72524751, 74028337. 
73005652;La Paz;VehÌculos;TALLERES, REPUESTOS, ACCESORIOS;;2015-04-24;VENTA   de motores 4E y 3S completos Cel. 73005652. 
2733806;La Paz;Inmuebles;LOTES - CEMENTERIOS;;2015-04-24;CEMENTERIO   JardÌn se vende de ocasiÛn lote Alamos excelente lugar Tel. 2733806. 
72599775;La Paz;Inmuebles;CASAS EN ANTICR…TICO;;2015-04-24;CASA   anticretico 22.000.- 72599775 
68107814;La Paz;Inmuebles;CASAS EN ANTICR…TICO;;2015-04-24;NECESITAMOS   casas 2227813- 68107814. 
2791873;La Paz;Inmuebles;CASAS EN ANTICR…TICO;;2015-04-24;JAPEBU   crÈdito vivienda social Villa Armonia $us.22.000, 210m2, 180construidos, garaje. 2424719, 2791873. LNC-119. 
67005283;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;ALQUILER   opciÛn anticrÈtico casa completa Mallasilla Cel. 67005283. 
70515942;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;ALQUILO   casa oficinas o vivienda 5 hab. 4b. L-C, C, CD, ST. Dpsto. jardÌn, parrillero, garaje, cerca Colegio Militar Irpavi $us/1.200, 70515942. 
73283794;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;ACHUMANI CASA   alquiler 4/dormitorios, jardÌn, garaje, $us.700.- 73283794. 
70563959;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;Z/SUR   comparto casa 70563959. 
68107814;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;NECESITAMOS   casas 2227813- 68107814. 
77796928;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;ALQUILER   opcion anticretico casa Alto Irpavi- PeÒa Azul 77796928 2214549. 
72525094;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;SE ALQUILA   bonita casa Bajo Kantutani calle 2 No. 21 Cel. 72525094. 
68150283;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;SE NECESITA   casas apartamentos c/s muebles c/parqueo para alquilar a extranjeros 68150283, 68016098, 2461724 
2791873;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;CASA   oficinas Av/Busch 250m2, 320construidos, 12frente, 2plantas, 4ambientes, 2baÒos, cocina, 4garajes, patio, jardÌn. 2422022, 2791873. LAC-207. 
2791873;La Paz;Inmuebles;CASAS EN ALQUILER;;2015-04-24;JAPEBU   Ciudad SatÈlite Bs.2.800, independiente, 200m2, 2plantas, 185construidos, 2dormitorios, suite, 2baÒos, 2garajes, patio, lavanderÌa. 2422022, 2791873. LAC-198. 
70123662;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;VENDO CASA   en la 16 de Calacoto. Ref. 70123662. 
71511201;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;NO TE LO PIERDAS   hermosa casa Meseta Achumani c.4 295.000$us.- 71511201, 2722174. 
2852820;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;CASA   en venta plena Av./Bolivia muy comercial 2852820. 
78879977;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;VILLA VICTORIA   vendo casa calle cordova No.341 tel.72078412 78879977. 
73395356;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;CASA   venta 4 plantas z/Munaypata c/Palca N/286 73395356 
76715921;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;DE OCASION   en venta zona ballivian entre Av./La Paz y Hernani callejÛn Sica Sica 115 mts El Alto, 76715921. 
61116364;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;SENKATA   Casa en venta cuatro cuartos dos baÒos, living, comedor, cocina, churrasquerÌa, garaje papeles al dÌa telefono 61116364, 60892265. 
70135513;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;VENDO   edificaciÛn 5/planta en hormigon armado mas muros frente cancha Calama El Alto 2281186, 70135513 
76764896;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;VENDO   linda casa en Coani entre calle 3 y 4, 320m2. 4 dormitorios, patio 6 baÒos Ref. 2223219, Cel. 76764896. 
78879972;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;VENDO   casa en Copacabana zoan comercial 70548491, 78879972 
73283794;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;HERMOSA CASA   C/Yungas, 5/dormitorios+ garzonier 732-83794. 
75245487;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;HERMOSA   casa vendo V/ADela 75245487 
79152915;La Paz;Inmuebles;CASAS COMPRA - VENTA;;2015-04-24;EN VENTA   Casa como terreno vivienda obrera 71992931, 79152915. 
