Código;Ubicación;Sector;Tipo;Tipo1;FECHA;Descripción
77533314;COCHABAMBA;Concluido;Pucavinto;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
71553581;COCHABAMBA;Concluido;Ramadas;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
77515195;COCHABAMBA;Concluido;Sawasawani;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
70633148;COCHABAMBA;Concluido;Sivinga;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
77750666;COCHABAMBA;Concluido;Tallija;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
71505817;COCHABAMBA;Concluido;Tujsa Pujyo;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
77241958;COCHABAMBA;Concluido;Tumuyo;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
78783000;COCHABAMBA;Concluido;Vincumtaya;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
0;COCHABAMBA;Concluido;Wakallavini;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
71532430;COCHABAMBA;Concluido;Witipiña;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
78821856;COCHABAMBA;Concluido;Yarvicoya;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 576 $us
79171212;POTOSÍ;Concluido;Canchas Blanca Baja;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
71549049;POTOSÍ;Concluido;Canchas Blancas Alta;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
70558567;POTOSÍ;Concluido;Chillihua;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
73096220;POTOSÍ;Concluido;Ckara Ckara;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
9765555560;POTOSÍ;Concluido;Ckellu Ckellu;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
71947944;POTOSÍ;Concluido;Ckochapampa;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
75271769;POTOSÍ;Concluido;Huayco Huayco;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
71991802;POTOSÍ;Concluido;Iruja;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
72011618;POTOSÍ;Concluido;Jatun Cancha Alta;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
71915467;POTOSÍ;Concluido;Jatun Cancha Baja;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
60695275;POTOSÍ;Concluido;Jatun Orcko;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
71539326;POTOSÍ;Concluido;Marcoma;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
77528136;POTOSÍ;Concluido;Saytu Cancha;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
73001786;POTOSÍ;Concluido;Soyco Cancha;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
79678645;POTOSÍ;Concluido;Tahua Reja;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
72550774;POTOSÍ;Concluido;Tambo Ckasa;;09/03/2015;El ingreso familiar ha incrementado de 374 $us a 465 $us
76575166;POTOSÍ;Concluido;Agua de Castilla;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
70181818;POTOSÍ;Concluido;Arachaca;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
75215222;POTOSÍ;Concluido;Cancha pujru;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
76783236;POTOSÍ;Concluido;Challuma;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
71575350;POTOSÍ;Concluido;Challuma Baja;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
73259036;POTOSÍ;Concluido;Chullpas;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
73096220;POTOSÍ;Concluido;Ckaltacasa;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
77799595;POTOSÍ;Concluido;Cochaloma;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
65577327;POTOSÍ;Concluido;Huaripampa;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
71523135;POTOSÍ;Concluido;Jailluwa;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
27726266;POTOSÍ;Concluido;Janina Alta;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
27726266;POTOSÍ;Concluido;Janina baja;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
70606470;POTOSÍ;Concluido;Kellu Huasi;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
71535533;POTOSÍ;Concluido;Laca Laca;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
76513274;POTOSÍ;Concluido;Mojón;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
70578005;POTOSÍ;Concluido;Molle Molle;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
60577777;POTOSÍ;Concluido;Pata Huayllas;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
60577777;POTOSÍ;Concluido;Pata Rodeo;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
76277777;POTOSÍ;Concluido;Pichacani;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
70531316;POTOSÍ;Concluido;Quirpe Cebadillas;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
70580441;POTOSÍ;Concluido;Quivi Quivi;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
71534072;POTOSÍ;Concluido;Ravelo;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
2733137;POTOSÍ;Concluido;Rodeo Huayllas;;09/03/2015;El ingreso familiar ha incrementado de 410 $us a 509 $us
79111736;POTOSÍ;Concluido;Sauce Mayu (centro);;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
77216958;POTOSÍ;Concluido;Sauce Mayu (norte);;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
77563721;POTOSÍ;Concluido;Siquiña;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
71551238;POTOSÍ;Concluido;Sorocoto;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
76771444;POTOSÍ;Concluido;Sorojchi;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
71522954;POTOSÍ;Concluido;Soroscopa;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
79609655;POTOSÍ;Concluido;Sullca Moroto;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
71588847;POTOSÍ;Concluido;Surifaya;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
72584153;POTOSÍ;Concluido;Tanga Tanga;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
2772626;POTOSÍ;Concluido;Teja Huasi;;09/03/2015;El ingreso familiar ha incrementado de 464 $us a 577 $us
22040646;POTOSÍ;Concluido;Tomoyo;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
22040646;POTOSÍ;Concluido;Yoroca;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
22040646;POTOSÍ;Concluido;Calauta;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
27726266;POTOSÍ;Concluido;Cruz kasa;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
27726266;POTOSÍ;Concluido;Estrellani;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
73053928;POTOSÍ;Concluido;Hacienda Loma;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
79564007;POTOSÍ;Concluido;Huayra Kasa;;09/03/2015;El ingreso familiar ha incrementado de 192 $us a 238 $us
79111736;POTOSÍ;Concluido;Julo Chico;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
78840517;POTOSÍ;Concluido;Julo Grande;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
77287471;POTOSÍ;Concluido;Kehuayllani;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
22040646;POTOSÍ;Concluido;Laguna;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
27726266;POTOSÍ;Concluido;Mollecancha;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
706189406;POTOSÍ;Concluido;Quirusmayu;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
73284360;POTOSÍ;Concluido;Rodeo Escalon;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
70644981;POTOSÍ;Concluido;Sucusuma;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
72562443;POTOSÍ;Concluido;Vila Kasa;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
22040646;POTOSÍ;Concluido;Viluyo;;09/03/2015;El ingreso familiar ha incrementado de 694 $us a 862 $us
72546778;COCHABAMBA;Concluido;Mejoramiento camino Pararani - Colomik`asa 2da Fase;;09/03/2015;4,95
71549049;COCHABAMBA;Concluido;Mejoramiento camino Confital - Huancapamapa 2da Fase;;09/03/2015;12,06
70626711;COCHABAMBA;Concluido;Mejoramiento camino Challa Tambo - Yarwicoya 1ª Fase;;09/03/2015;3
79532404;COCHABAMBA;Concluido;Mejoramiento camino Chanka Vinto - Antakahua 1ª Fase;;09/03/2015;2,5
72001402;COCHABAMBA;Concluido;Mejoramiento camino Jupana - Tujsa Pujyo 1ª Fase;;09/03/2015;3,12
22040646;COCHABAMBA;Concluido;Mej. Cam. Yatamoco - Sarcobamba - Mulacahuana 1ª Fase;;09/03/2015;2,5
27726266;COCHABAMBA;Concluido;3 de mayo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
79563737;COCHABAMBA;Concluido;Calicanto;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
71505769;COCHABAMBA;Concluido;Charamoco;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
72090906;COCHABAMBA;Concluido;Chiñiri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
72057976;COCHABAMBA;Concluido;El Carmen;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
73731208;COCHABAMBA;Concluido;Playa Ancha;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
72540602;COCHABAMBA;Concluido;San Nicolas;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Ucuchi;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Abatiña Choro;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
76503966;COCHABAMBA;Concluido;Ajuri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
69720339;COCHABAMBA;Concluido;Antakhawa;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
67134228;COCHABAMBA;Concluido;Añuchiri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
68224782;COCHABAMBA;Concluido;Apharumiri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70101282;COCHABAMBA;Concluido;Arriendo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
27726266;COCHABAMBA;Concluido;Aukalari;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
27726266;COCHABAMBA;Concluido;Canteria;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
27726266;COCHABAMBA;Concluido;Chaco Sivingani;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
72786717;COCHABAMBA;Concluido;Challa Arriba (Kochi);;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70639009;COCHABAMBA;Concluido;Challa Grande;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Challa Tambo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
27726266;COCHABAMBA;Concluido;Challuma;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Chaqueri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Chaupi Rancho;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
73284929;COCHABAMBA;Concluido;Chillca Grande;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
77777769;COCHABAMBA;Concluido;Chuñuchuñuni;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
77799300;COCHABAMBA;Concluido;Cochimarca Alto;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
76277777;COCHABAMBA;Concluido;Cochimarca Bajo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
77788822;COCHABAMBA;Concluido;Condoriri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
73227200;COCHABAMBA;Concluido;Confital;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
71505817;COCHABAMBA;Concluido;Curacaba;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Hornoni;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
79134749;COCHABAMBA;Concluido;Huayllas;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
77777769;COCHABAMBA;Concluido;Karpani;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
73222553;COCHABAMBA;Concluido;Kusilliri;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70620074;COCHABAMBA;Concluido;Lacuyo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
22040646;COCHABAMBA;Concluido;Palcamolino;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
78789018;COCHABAMBA;Concluido;Palcoma;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70690393;COCHABAMBA;Concluido;Pucavinto;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
77797505;COCHABAMBA;Concluido;Ramadas;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
77799595;COCHABAMBA;Concluido;Sawasawani;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
74028337;COCHABAMBA;Concluido;Sivinga;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70531316;COCHABAMBA;Concluido;Tallija;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
71903097;COCHABAMBA;Concluido;Tujsa Pujyo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
72599954;COCHABAMBA;Concluido;Tumuyo;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70150184;COCHABAMBA;Concluido;Vincumtaya;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
71552873;COCHABAMBA;Concluido;Wakallavini;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
70649393;COCHABAMBA;Concluido;Witipiña;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
2228097;COCHABAMBA;Concluido;Yarvicoya;;09/03/2015;Participantes del Programa operando y manteniendo adecuadamente sus proyectos, adoptando prácticas ambientales apropiadas
68107814;POTOSÍ;Concluido;Recup.tierras Marcoma/Cochapampa;;09/03/2015;3,69
77770827;POTOSÍ;Concluido;Microriego Quirpe Cebadilla;;09/03/2015;15,18
68107814;POTOSÍ;Concluido;Proy.Riego Secundario Tomoyo Fase II;;09/03/2015;Riego Parcelario implementado
70559809;POTOSÍ;Concluido;Proy.Riego Secundario Tomoyo Fase III;;09/03/2015;Riego Parcelario implementado
2228097;COCHABAMBA;Concluido;Const. 70 Silos de almacenamiento (Cap. 4 tn) Tapacari ;;09/03/2015;70
77221868;COCHABAMBA;Concluido;Recuperación y protección de tierras Rio Tapacari;;09/03/2015;3,69
78801111;COCHABAMBA;Concluido;Construcción 5 apriscos Cap 40 animales Tapacari ;;09/03/2015;5
2418420;COCHABAMBA;Concluido;Construcción 2 establos Cap. 10 vacunos Charamoco Ucuchi;;09/03/2015;2
76269000;COCHABAMBA;Concluido;"Construcción Deflectores muros defensivos Coop. ""3 de Mayo""";;09/03/2015;Muros defensivos con deflectores complementarios construidos
2791873;COCHABAMBA;Concluido;3 de mayo;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79726203;COCHABAMBA;Concluido;Calicanto;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79155090;COCHABAMBA;Concluido;Charamoco;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71552873;COCHABAMBA;Concluido;Chiñiri;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
65656505;COCHABAMBA;Concluido;El Carmen;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
77708507;COCHABAMBA;Concluido;Playa Ancha;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
75231315;COCHABAMBA;Concluido;San Nicolas;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71511622;COCHABAMBA;Concluido;Ucuchi;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
72002436;COCHABAMBA;Concluido;Abatiña Choro;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
68107814;COCHABAMBA;Concluido;Ajuri;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71552873;COCHABAMBA;Concluido;Antakhawa;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71552873;COCHABAMBA;Concluido;Añuchiri;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71552873;COCHABAMBA;Concluido;Apharumiri;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
715528736;COCHABAMBA;Concluido;Arriendo;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71552873;COCHABAMBA;Concluido;Aukalari;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79577936;COCHABAMBA;Concluido;Canteria;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79577936;COCHABAMBA;Concluido;Chaco Sivingani;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79577936;COCHABAMBA;Concluido;Challa Arriba (Kochi);;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79577936;COCHABAMBA;Concluido;Challa Grande;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79577936;COCHABAMBA;Concluido;Challa Tambo;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
79577936;COCHABAMBA;Concluido;Challuma;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71259539;COCHABAMBA;Concluido;Chaqueri;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
70533545;COCHABAMBA;Concluido;Chaupi Rancho;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71552873;COCHABAMBA;Concluido;Chillca Grande;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
76598203;COCHABAMBA;Concluido;Chuñuchuñuni;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
71215163;COCHABAMBA;Concluido;Cochimarca Alto;;09/03/2015;Usuarios de proyectos de riego, operando y manteniendo adecuadamente sus sistemas, adoptando prácticas agrícolas mejoradas
